ds,y,product,month,day_of_year,is_winter,temp
2022-07-12,37,ORS_Solution,7,193,0,24.252429384935382
2022-07-13,38,ORS_Solution,7,194,0,22.92944764170853
2022-07-14,34,ORS_Solution,7,195,0,24.48546253595161
2022-07-15,31,ORS_Solution,7,196,0,24.834897965310276
2022-07-16,37,ORS_Solution,7,197,0,23.703185226012838
2022-07-17,37,ORS_Solution,7,198,0,24.878352212963563
2022-07-18,41,ORS_Solution,7,199,0,24.920501869199324
2022-07-19,42,ORS_Solution,7,200,0,23.857029702169378
2022-07-20,42,ORS_Solution,7,201,0,25.49549420959496
2022-07-21,69,ORS_Solution,7,202,0,25.8361574193502
2022-07-22,70,ORS_Solution,7,203,0,26.496008580961306
2022-07-23,38,ORS_Solution,7,204,0,26.604221466453463
2022-07-24,44,ORS_Solution,7,205,0,24.310049021942483
2022-07-25,42,ORS_Solution,7,206,0,24.886988539664358
2022-07-26,41,ORS_Solution,7,207,0,26.47669962640348
2022-07-27,36,ORS_Solution,7,208,0,26.612016127818325
2022-07-28,35,ORS_Solution,7,209,0,26.749518251620298
2022-07-29,40,ORS_Solution,7,210,0,30.223076644106545
2022-07-30,33,ORS_Solution,7,211,0,27.07670418943912
2022-07-31,35,ORS_Solution,7,212,0,27.776401639129553
2022-08-01,37,ORS_Solution,8,213,0,27.729373867526526
2022-08-02,42,ORS_Solution,8,214,0,27.5607733793534
2022-08-03,36,ORS_Solution,8,215,0,26.72755711628915
2022-08-04,30,ORS_Solution,8,216,0,27.93463448076611
2022-08-05,39,ORS_Solution,8,217,0,26.535034248507298
2022-08-06,34,ORS_Solution,8,218,0,27.202551190510302
2022-08-07,36,ORS_Solution,8,219,0,27.084793745709813
2022-08-08,37,ORS_Solution,8,220,0,27.78205733613923
2022-08-09,36,ORS_Solution,8,221,0,30.144067544084482
2022-08-10,86,ORS_Solution,8,222,0,26.090531150533636
2022-08-11,79,ORS_Solution,8,223,0,28.77156744032337
2022-08-12,82,ORS_Solution,8,224,0,26.59918804245813
2022-08-13,37,ORS_Solution,8,225,0,27.8656169551091
2022-08-14,33,ORS_Solution,8,226,0,29.551155337370815
2022-08-15,32,ORS_Solution,8,227,0,28.650114753018748
2022-08-16,39,ORS_Solution,8,228,0,27.6306573892935
2022-08-17,40,ORS_Solution,8,229,0,28.11456701166634
2022-08-18,36,ORS_Solution,8,230,0,29.62980215021449
2022-08-19,30,ORS_Solution,8,231,0,28.3390009190997
2022-08-20,37,ORS_Solution,8,232,0,29.403783448506378
2022-08-21,85,ORS_Solution,8,233,0,29.349613212210212
2022-08-22,92,ORS_Solution,8,234,0,28.76788215773514
2022-08-23,88,ORS_Solution,8,235,0,31.67755813965427
2022-08-24,87,ORS_Solution,8,236,0,30.28032120994842
2022-08-25,89,ORS_Solution,8,237,0,27.7326709090285
2022-08-26,35,ORS_Solution,8,238,0,30.054269275690437
2022-08-27,32,ORS_Solution,8,239,0,29.314587522758554
2022-08-28,36,ORS_Solution,8,240,0,30.935891741917644
2022-08-29,34,ORS_Solution,8,241,0,29.39651574984715
2022-08-30,38,ORS_Solution,8,242,0,30.178340504471326
2022-08-31,36,ORS_Solution,8,243,0,30.900536229644022
2022-09-01,33,ORS_Solution,9,244,0,31.362177331959455
2022-09-02,32,ORS_Solution,9,245,0,29.3953702093574
2022-09-03,28,ORS_Solution,9,246,0,30.358751742413247
2022-09-04,34,ORS_Solution,9,247,0,30.314206995206344
2022-09-05,34,ORS_Solution,9,248,0,30.230006951138172
2022-09-06,27,ORS_Solution,9,249,0,32.74123094185354
2022-09-07,33,ORS_Solution,9,250,0,31.471428178789456
2022-09-08,32,ORS_Solution,9,251,0,29.894434660736454
2022-09-09,39,ORS_Solution,9,252,0,32.16022875562098
2022-09-10,28,ORS_Solution,9,253,0,33.44972145106685
2022-09-11,28,ORS_Solution,9,254,0,32.44335396594856
2022-09-12,37,ORS_Solution,9,255,0,29.972942506104875
2022-09-13,38,ORS_Solution,9,256,0,31.087578353553063
2022-09-14,31,ORS_Solution,9,257,0,32.916276160113085
2022-09-15,32,ORS_Solution,9,258,0,31.017277779457043
2022-09-16,35,ORS_Solution,9,259,0,32.24235616036645
2022-09-17,25,ORS_Solution,9,260,0,32.64474571963576
2022-09-18,26,ORS_Solution,9,261,0,31.012720366258694
2022-09-19,32,ORS_Solution,9,262,0,31.94760828509214
2022-09-20,37,ORS_Solution,9,263,0,28.83127273947784
2022-09-21,31,ORS_Solution,9,264,0,31.1114631303421
2022-09-22,33,ORS_Solution,9,265,0,31.94447880582479
2022-09-23,36,ORS_Solution,9,266,0,31.00832732045624
2022-09-24,37,ORS_Solution,9,267,0,33.9454352094143
2022-09-25,29,ORS_Solution,9,268,0,30.93762892377244
2022-09-26,32,ORS_Solution,9,269,0,31.98028898193659
2022-09-27,37,ORS_Solution,9,270,0,32.601438407869495
2022-09-28,27,ORS_Solution,9,271,0,33.96012175260128
2022-09-29,35,ORS_Solution,9,272,0,31.128908948237704
2022-09-30,28,ORS_Solution,9,273,0,33.77161588251619
2022-10-01,30,ORS_Solution,10,274,0,32.66011167375483
2022-10-02,29,ORS_Solution,10,275,0,31.707529619930458
2022-10-03,28,ORS_Solution,10,276,0,33.188022975502115
2022-10-04,28,ORS_Solution,10,277,0,32.95957107038552
2022-10-05,31,ORS_Solution,10,278,0,32.19258676422057
2022-10-06,33,ORS_Solution,10,279,0,32.89258881703527
2022-10-07,30,ORS_Solution,10,280,0,32.46513816531111
2022-10-08,29,ORS_Solution,10,281,0,32.98930787926798
2022-10-09,30,ORS_Solution,10,282,0,33.560926213672936
2022-10-10,27,ORS_Solution,10,283,0,34.505476776844176
2022-10-11,32,ORS_Solution,10,284,0,31.699962176516607
2022-10-12,32,ORS_Solution,10,285,0,35.08677662980788
2022-10-13,37,ORS_Solution,10,286,0,31.015264169654927
2022-10-14,28,ORS_Solution,10,287,0,32.82681468982966
2022-10-15,26,ORS_Solution,10,288,0,33.57580057572909
2022-10-16,30,ORS_Solution,10,289,0,33.2749919576525
2022-10-17,31,ORS_Solution,10,290,0,32.375448496018535
2022-10-18,27,ORS_Solution,10,291,0,32.79180366753224
2022-10-19,27,ORS_Solution,10,292,0,32.50633233457907
2022-10-20,30,ORS_Solution,10,293,0,32.407005488554645
2022-10-21,26,ORS_Solution,10,294,0,33.840639821701295
2022-10-22,25,ORS_Solution,10,295,0,33.34035277288819
2022-10-23,27,ORS_Solution,10,296,0,32.28036161877271
2022-10-24,31,ORS_Solution,10,297,0,33.860442364238835
2022-10-25,26,ORS_Solution,10,298,0,33.253354315015926
2022-10-26,22,ORS_Solution,10,299,0,33.741774630786594
2022-10-27,22,ORS_Solution,10,300,0,33.539049563782335
2022-10-28,23,ORS_Solution,10,301,0,32.05859018878857
2022-10-29,22,ORS_Solution,10,302,0,32.30323137564289
2022-10-30,25,ORS_Solution,10,303,0,33.58420313828718
2022-10-31,23,ORS_Solution,10,304,0,33.418454670492416
2022-11-01,24,ORS_Solution,11,305,1,32.756043979068345
2022-11-02,24,ORS_Solution,11,306,1,32.8608296475013
2022-11-03,25,ORS_Solution,11,307,1,33.98542928430162
2022-11-04,30,ORS_Solution,11,308,1,32.07817114706254
2022-11-05,26,ORS_Solution,11,309,1,33.17654535421361
2022-11-06,24,ORS_Solution,11,310,1,32.38469998766348
2022-11-07,24,ORS_Solution,11,311,1,32.32440794389614
2022-11-08,24,ORS_Solution,11,312,1,33.59382762235064
2022-11-09,26,ORS_Solution,11,313,1,33.271207797291865
2022-11-10,27,ORS_Solution,11,314,1,33.20783541354538
2022-11-11,22,ORS_Solution,11,315,1,33.646147815629476
2022-11-12,24,ORS_Solution,11,316,1,32.30584088238649
2022-11-13,17,ORS_Solution,11,317,1,32.90879938989244
2022-11-14,25,ORS_Solution,11,318,1,31.856447569285812
2022-11-15,27,ORS_Solution,11,319,1,32.42862493352438
2022-11-16,24,ORS_Solution,11,320,1,31.9099545774206
2022-11-17,30,ORS_Solution,11,321,1,32.07064651466729
2022-11-18,21,ORS_Solution,11,322,1,32.50029404983621
2022-11-19,23,ORS_Solution,11,323,1,31.01635667476514
2022-11-20,22,ORS_Solution,11,324,1,33.85437973450997
2022-11-21,23,ORS_Solution,11,325,1,30.681386453849395
2022-11-22,23,ORS_Solution,11,326,1,30.396644977003543
2022-11-23,24,ORS_Solution,11,327,1,32.690415285067395
2022-11-24,26,ORS_Solution,11,328,1,32.24350226453049
2022-11-25,27,ORS_Solution,11,329,1,31.993582727313083
2022-11-26,22,ORS_Solution,11,330,1,31.913544349893996
2022-11-27,24,ORS_Solution,11,331,1,31.18682555808941
2022-11-28,21,ORS_Solution,11,332,1,30.21385453083851
2022-11-29,25,ORS_Solution,11,333,1,31.097139178449797
2022-11-30,20,ORS_Solution,11,334,1,30.252614375276654
2022-12-01,26,ORS_Solution,12,335,1,31.811580166109653
2022-12-02,29,ORS_Solution,12,336,1,30.594357927905556
2022-12-03,20,ORS_Solution,12,337,1,29.819171684064912
2022-12-04,14,ORS_Solution,12,338,1,30.224863973442826
2022-12-05,20,ORS_Solution,12,339,1,30.859118730091755
2022-12-06,26,ORS_Solution,12,340,1,29.780786360904294
2022-12-07,23,ORS_Solution,12,341,1,29.41903046210625
2022-12-08,22,ORS_Solution,12,342,1,30.380124917384425
2022-12-09,25,ORS_Solution,12,343,1,30.275069087875398
2022-12-10,21,ORS_Solution,12,344,1,29.415333624335492
2022-12-11,24,ORS_Solution,12,345,1,29.341954200181057
2022-12-12,24,ORS_Solution,12,346,1,29.934331955697424
2022-12-13,26,ORS_Solution,12,347,1,28.14209380173727
2022-12-14,22,ORS_Solution,12,348,1,28.069250324904857
2022-12-15,24,ORS_Solution,12,349,1,28.643479287072772
2022-12-16,20,ORS_Solution,12,350,1,29.03239323358362
2022-12-17,18,ORS_Solution,12,351,1,29.439406693724827
2022-12-18,24,ORS_Solution,12,352,1,30.48529072451576
2022-12-19,21,ORS_Solution,12,353,1,29.747841280071537
2022-12-20,23,ORS_Solution,12,354,1,28.609337531427485
2022-12-21,21,ORS_Solution,12,355,1,28.628237340164983
2022-12-22,19,ORS_Solution,12,356,1,27.521620910166153
2022-12-23,21,ORS_Solution,12,357,1,28.381489583764044
2022-12-24,23,ORS_Solution,12,358,1,27.98618903160483
2022-12-25,21,ORS_Solution,12,359,1,28.471440773589823
2022-12-26,15,ORS_Solution,12,360,1,27.194432778079396
2022-12-27,20,ORS_Solution,12,361,1,28.413056360079313
2022-12-28,26,ORS_Solution,12,362,1,29.297637414368445
2022-12-29,20,ORS_Solution,12,363,1,27.526507709339388
2022-12-30,15,ORS_Solution,12,364,1,27.906568049585555
2022-12-31,24,ORS_Solution,12,365,1,28.06384654589904
2023-01-01,21,ORS_Solution,1,1,1,26.840624929707893
2023-01-02,20,ORS_Solution,1,2,1,27.333416423634475
2023-01-03,19,ORS_Solution,1,3,1,26.988769844629278
2023-01-04,23,ORS_Solution,1,4,1,26.940121460393726
2023-01-05,18,ORS_Solution,1,5,1,25.9351575396629
2023-01-06,23,ORS_Solution,1,6,1,26.59789329260755
2023-01-07,20,ORS_Solution,1,7,1,26.936130977049945
2023-01-08,19,ORS_Solution,1,8,1,27.753599711303174
2023-01-09,20,ORS_Solution,1,9,1,27.1256644014442
2023-01-10,19,ORS_Solution,1,10,1,28.1831678771322
2023-01-11,23,ORS_Solution,1,11,1,25.125924494085506
2023-01-12,17,ORS_Solution,1,12,1,26.628614635258273
2023-01-13,15,ORS_Solution,1,13,1,25.80243383960606
2023-01-14,20,ORS_Solution,1,14,1,27.67150915214401
2023-01-15,20,ORS_Solution,1,15,1,24.535879578681094
2023-01-16,21,ORS_Solution,1,16,1,24.366825679636282
2023-01-17,21,ORS_Solution,1,17,1,24.46946332966548
2023-01-18,19,ORS_Solution,1,18,1,22.80724830058068
2023-01-19,22,ORS_Solution,1,19,1,24.267697456502173
2023-01-20,20,ORS_Solution,1,20,1,23.89668947441006
2023-01-21,17,ORS_Solution,1,21,1,24.668687567549863
2023-01-22,17,ORS_Solution,1,22,1,24.722664141909455
2023-01-23,26,ORS_Solution,1,23,1,26.119876840678295
2023-01-24,15,ORS_Solution,1,24,1,25.05715178121249
2023-01-25,21,ORS_Solution,1,25,1,23.393110924716947
2023-01-26,15,ORS_Solution,1,26,1,22.93519175329264
2023-01-27,19,ORS_Solution,1,27,1,24.189463067998368
2023-01-28,17,ORS_Solution,1,28,1,22.241634107174857
2023-01-29,12,ORS_Solution,1,29,1,25.25807564750574
2023-01-30,21,ORS_Solution,1,30,1,24.47127279720292
2023-01-31,19,ORS_Solution,1,31,1,22.688378986050395
2023-02-01,14,ORS_Solution,2,32,1,21.31068802706164
2023-02-02,23,ORS_Solution,2,33,1,24.244548432341357
2023-02-03,24,ORS_Solution,2,34,1,22.643614753153653
2023-02-04,23,ORS_Solution,2,35,1,23.864113757785535
2023-02-05,20,ORS_Solution,2,36,1,20.90071601371902
2023-02-06,20,ORS_Solution,2,37,1,21.765357119249984
2023-02-07,24,ORS_Solution,2,38,1,22.240345198352315
2023-02-08,25,ORS_Solution,2,39,1,22.1532707479266
2023-02-09,24,ORS_Solution,2,40,1,21.528270806889036
2023-02-10,18,ORS_Solution,2,41,1,22.474127719095765
2023-02-11,20,ORS_Solution,2,42,1,20.657531900092437
2023-02-12,20,ORS_Solution,2,43,1,21.457617795222273
2023-02-13,15,ORS_Solution,2,44,1,21.596145356907936
2023-02-14,22,ORS_Solution,2,45,1,21.867185285991077
2023-02-15,28,ORS_Solution,2,46,1,21.94233881669798
2023-02-16,23,ORS_Solution,2,47,1,19.98517625129261
2023-02-17,25,ORS_Solution,2,48,1,19.45595132169817
2023-02-18,20,ORS_Solution,2,49,1,22.149177693771687
2023-02-19,19,ORS_Solution,2,50,1,21.086473626684125
2023-02-20,22,ORS_Solution,2,51,1,19.88958995511824
2023-02-21,19,ORS_Solution,2,52,1,22.07443787624111
2023-02-22,18,ORS_Solution,2,53,1,20.525496491058263
2023-02-23,25,ORS_Solution,2,54,1,21.47701516572404
2023-02-24,26,ORS_Solution,2,55,1,20.25452597561073
2023-02-25,17,ORS_Solution,2,56,1,22.138471125175364
2023-02-26,23,ORS_Solution,2,57,1,21.72523832567653
2023-02-27,22,ORS_Solution,2,58,1,19.614598145628413
2023-02-28,23,ORS_Solution,2,59,1,20.730320093281673
2023-03-01,23,ORS_Solution,3,60,0,20.30086503587688
2023-03-02,25,ORS_Solution,3,61,0,20.92244428171622
2023-03-03,22,ORS_Solution,3,62,0,18.488826724324078
2023-03-04,25,ORS_Solution,3,63,0,20.041382579141015
2023-03-05,22,ORS_Solution,3,64,0,20.317009177441893
2023-03-06,24,ORS_Solution,3,65,0,17.404800080884986
2023-03-07,20,ORS_Solution,3,66,0,17.886965400545456
2023-03-08,29,ORS_Solution,3,67,0,16.939433201983828
2023-03-09,24,ORS_Solution,3,68,0,18.6194842632311
2023-03-10,25,ORS_Solution,3,69,0,19.518469924859637
2023-03-11,17,ORS_Solution,3,70,0,20.21715821146631
2023-03-12,19,ORS_Solution,3,71,0,18.704631870158845
2023-03-13,27,ORS_Solution,3,72,0,20.176775975003736
2023-03-14,24,ORS_Solution,3,73,0,17.08759413021778
2023-03-15,18,ORS_Solution,3,74,0,16.685783970853567
2023-03-16,27,ORS_Solution,3,75,0,18.257048465754284
2023-03-17,22,ORS_Solution,3,76,0,18.6220729901148
2023-03-18,27,ORS_Solution,3,77,0,18.13272789390729
2023-03-19,22,ORS_Solution,3,78,0,16.027420875560832
2023-03-20,25,ORS_Solution,3,79,0,17.937229410812638
2023-03-21,28,ORS_Solution,3,80,0,16.65543286770686
2023-03-22,22,ORS_Solution,3,81,0,18.565213967794094
2023-03-23,22,ORS_Solution,3,82,0,18.199883920217577
2023-03-24,24,ORS_Solution,3,83,0,16.83327379507517
2023-03-25,26,ORS_Solution,3,84,0,17.20129604190958
2023-03-26,20,ORS_Solution,3,85,0,16.600117469635897
