date,product,temperature,holiday,outbreak,sales
2022-01-19,Travel_Antidiarrheal,25.811490245452617,0,0,23
2022-01-20,ORS_Solution,25.07003186109441,0,1,81
2022-01-20,Paracetamol_500mg,25.07003186109441,0,1,49
2022-01-20,Antibiotic_A,25.07003186109441,0,1,25
2022-01-20,Sunscreen,25.07003186109441,0,1,14
2022-01-20,Travel_Antidiarrheal,25.07003186109441,0,1,14
2022-01-21,ORS_Solution,25.635456006405448,0,0,87
2022-01-21,Paracetamol_500mg,25.635456006405448,0,0,32
2022-01-21,Antibiotic_A,25.635456006405448,0,0,34
2022-01-21,Sunscreen,25.635456006405448,0,0,15
2022-01-21,Travel_Antidiarrheal,25.635456006405448,0,0,15
2022-01-22,ORS_Solution,22.153683929920213,1,0,83
2022-01-22,Paracetamol_500mg,22.153683929920213,1,0,42
2022-01-22,Antibiotic_A,22.153683929920213,1,0,27
2022-01-22,Sunscreen,22.153683929920213,1,0,24
2022-01-22,Travel_Antidiarrheal,22.153683929920213,1,0,24
2022-01-23,ORS_Solution,23.940594191376118,1,0,87
2022-01-23,Paracetamol_500mg,23.940594191376118,1,0,38
2022-01-23,Antibiotic_A,23.940594191376118,1,0,27
2022-01-23,Sunscreen,23.940594191376118,1,0,19
2022-01-23,Travel_Antidiarrheal,23.940594191376118,1,0,19
2022-01-24,ORS_Solution,25.495561527955207,0,0,76
2022-01-24,Paracetamol_500mg,25.495561527955207,0,0,27
2022-01-24,Antibiotic_A,25.495561527955207,0,0,29
2022-01-24,Sunscreen,25.495561527955207,0,0,21
2022-01-24,Travel_Antidiarrheal,25.495561527955207,0,0,21
2022-01-25,ORS_Solution,25.432085903325184,0,0,89
2022-01-25,Paracetamol_500mg,25.432085903325184,0,0,40
2022-01-25,Antibiotic_A,25.432085903325184,0,0,25
2022-01-25,Sunscreen,25.432085903325184,0,0,23
2022-01-25,Travel_Antidiarrheal,25.432085903325184,0,0,23
2022-01-26,ORS_Solution,25.35532782732873,0,0,80
2022-01-26,Paracetamol_500mg,25.35532782732873,0,0,46
2022-01-26,Antibiotic_A,25.35532782732873,0,0,27
2022-01-26,Sunscreen,25.35532782732873,0,0,19
2022-01-26,Travel_Antidiarrheal,25.35532782732873,0,0,19
2022-01-27,ORS_Solution,23.5115663217459,0,0,77
2022-01-27,Paracetamol_500mg,23.5115663217459,0,0,25
2022-01-27,Antibiotic_A,23.5115663217459,0,0,27
2022-01-27,Sunscreen,23.5115663217459,0,0,15
2022-01-27,Travel_Antidiarrheal,23.5115663217459,0,0,15
2022-01-28,ORS_Solution,23.96586821423904,0,0,74
2022-01-28,Paracetamol_500mg,23.96586821423904,0,0,45
2022-01-28,Antibiotic_A,23.96586821423904,0,0,36
2022-01-28,Sunscreen,23.96586821423904,0,0,29
2022-01-28,Travel_Antidiarrheal,23.96586821423904,0,0,29
2022-01-29,ORS_Solution,27.514209383061296,1,0,99
2022-01-29,Paracetamol_500mg,27.514209383061296,1,0,23
2022-01-29,Antibiotic_A,27.514209383061296,1,0,28
2022-01-29,Sunscreen,27.514209383061296,1,0,30
2022-01-29,Travel_Antidiarrheal,27.514209383061296,1,0,30
2022-01-30,ORS_Solution,26.669265889940014,1,0,91
2022-01-30,Paracetamol_500mg,26.669265889940014,1,0,37
2022-01-30,Antibiotic_A,26.669265889940014,1,0,37
2022-01-30,Sunscreen,26.669265889940014,1,0,30
2022-01-30,Travel_Antidiarrheal,26.669265889940014,1,0,30
2022-01-31,ORS_Solution,22.04796950661302,0,0,71
2022-01-31,Paracetamol_500mg,22.04796950661302,0,0,38
2022-01-31,Antibiotic_A,22.04796950661302,0,0,33
2022-01-31,Sunscreen,22.04796950661302,0,0,13
2022-01-31,Travel_Antidiarrheal,22.04796950661302,0,0,13
2022-02-01,ORS_Solution,25.023919064162673,0,0,88
2022-02-01,Paracetamol_500mg,25.023919064162673,0,0,28
2022-02-01,Antibiotic_A,25.023919064162673,0,0,31
2022-02-01,Sunscreen,25.023919064162673,0,0,12
2022-02-01,Travel_Antidiarrheal,25.023919064162673,0,0,12
2022-02-02,ORS_Solution,27.706379219692916,0,0,85
2022-02-02,Paracetamol_500mg,27.706379219692916,0,0,38
2022-02-02,Antibiotic_A,27.706379219692916,0,0,30
2022-02-02,Sunscreen,27.706379219692916,0,0,31
2022-02-02,Travel_Antidiarrheal,27.706379219692916,0,0,31
2022-02-03,ORS_Solution,25.66629796295569,0,0,82
2022-02-03,Paracetamol_500mg,25.66629796295569,0,0,35
2022-02-03,Antibiotic_A,25.66629796295569,0,0,23
2022-02-03,Sunscreen,25.66629796295569,0,0,26
2022-02-03,Travel_Antidiarrheal,25.66629796295569,0,0,26
2022-02-04,ORS_Solution,26.38104853484127,0,0,79
2022-02-04,Paracetamol_500mg,26.38104853484127,0,0,42
2022-02-04,Antibiotic_A,26.38104853484127,0,0,29
2022-02-04,Sunscreen,26.38104853484127,0,0,27
2022-02-04,Travel_Antidiarrheal,26.38104853484127,0,0,27
2022-02-05,ORS_Solution,27.028743265404938,1,0,85
2022-02-05,Paracetamol_500mg,27.028743265404938,1,0,30
2022-02-05,Antibiotic_A,27.028743265404938,1,0,32
2022-02-05,Sunscreen,27.028743265404938,1,0,30
2022-02-05,Travel_Antidiarrheal,27.028743265404938,1,0,30
2022-02-06,ORS_Solution,24.900890682433413,1,0,94
2022-02-06,Paracetamol_500mg,24.900890682433413,1,0,42
2022-02-06,Antibiotic_A,24.900890682433413,1,0,28
2022-02-06,Sunscreen,24.900890682433413,1,0,26
2022-02-06,Travel_Antidiarrheal,24.900890682433413,1,0,26
2022-02-07,ORS_Solution,23.691447762724216,0,0,80
2022-02-07,Paracetamol_500mg,23.691447762724216,0,0,45
2022-02-07,Antibiotic_A,23.691447762724216,0,0,26
2022-02-07,Sunscreen,23.691447762724216,0,0,16
2022-02-07,Travel_Antidiarrheal,23.691447762724216,0,0,16
2022-02-08,ORS_Solution,28.170706951244178,0,0,85
2022-02-08,Paracetamol_500mg,28.170706951244178,0,0,44
2022-02-08,Antibiotic_A,28.170706951244178,0,0,31
2022-02-08,Sunscreen,28.170706951244178,0,0,27
2022-02-08,Travel_Antidiarrheal,28.170706951244178,0,0,27
2022-02-09,ORS_Solution,26.761968463956705,0,0,81
2022-02-09,Paracetamol_500mg,26.761968463956705,0,0,41
2022-02-09,Antibiotic_A,26.761968463956705,0,0,31
2022-02-09,Sunscreen,26.761968463956705,0,0,22
2022-02-09,Travel_Antidiarrheal,26.761968463956705,0,0,22
2022-02-10,ORS_Solution,25.157840723740968,0,0,87
2022-02-10,Paracetamol_500mg,25.157840723740968,0,0,42
2022-02-10,Antibiotic_A,25.157840723740968,0,0,32
2022-02-10,Sunscreen,25.157840723740968,0,0,18
2022-02-10,Travel_Antidiarrheal,25.157840723740968,0,0,18
2022-02-11,ORS_Solution,26.607220524442187,0,0,84
2022-02-11,Paracetamol_500mg,26.607220524442187,0,0,33
2022-02-11,Antibiotic_A,26.607220524442187,0,0,27
2022-02-11,Sunscreen,26.607220524442187,0,0,27
2022-02-11,Travel_Antidiarrheal,26.607220524442187,0,0,27
2022-02-12,ORS_Solution,26.883741517367213,1,0,98
2022-02-12,Paracetamol_500mg,26.883741517367213,1,0,40
2022-02-12,Antibiotic_A,26.883741517367213,1,0,27
2022-02-12,Sunscreen,26.883741517367213,1,0,25
2022-02-12,Travel_Antidiarrheal,26.883741517367213,1,0,25
2022-02-13,ORS_Solution,28.823145925198876,1,0,93
2022-02-13,Paracetamol_500mg,28.823145925198876,1,0,35
2022-02-13,Antibiotic_A,28.823145925198876,1,0,29
2022-02-13,Sunscreen,28.823145925198876,1,0,40
2022-02-13,Travel_Antidiarrheal,28.823145925198876,1,0,40
2022-02-14,ORS_Solution,28.895430946888574,0,0,84
2022-02-14,Paracetamol_500mg,28.895430946888574,0,0,45
2022-02-14,Antibiotic_A,28.895430946888574,0,0,33
2022-02-14,Sunscreen,28.895430946888574,0,0,31
2022-02-14,Travel_Antidiarrheal,28.895430946888574,0,0,31
2022-02-15,ORS_Solution,26.552123844843322,0,0,74
2022-02-15,Paracetamol_500mg,26.552123844843322,0,0,50
2022-02-15,Antibiotic_A,26.552123844843322,0,0,30
2022-02-15,Sunscreen,26.552123844843322,0,0,24
2022-02-15,Travel_Antidiarrheal,26.552123844843322,0,0,24
2022-02-16,ORS_Solution,26.336309440000637,0,0,85
2022-02-16,Paracetamol_500mg,26.336309440000637,0,0,29
2022-02-16,Antibiotic_A,26.336309440000637,0,0,30
2022-02-16,Sunscreen,26.336309440000637,0,0,25
2022-02-16,Travel_Antidiarrheal,26.336309440000637,0,0,25
2022-02-17,ORS_Solution,31.44896807190033,0,0,98
2022-02-17,Paracetamol_500mg,31.44896807190033,0,0,40
2022-02-17,Antibiotic_A,31.44896807190033,0,0,34
2022-02-17,Sunscreen,31.44896807190033,0,0,43
2022-02-17,Travel_Antidiarrheal,31.44896807190033,0,0,43
2022-02-18,ORS_Solution,26.60242022342186,0,1,81
2022-02-18,Paracetamol_500mg,26.60242022342186,0,1,63
2022-02-18,Antibiotic_A,26.60242022342186,0,1,21
2022-02-18,Sunscreen,26.60242022342186,0,1,22
2022-02-18,Travel_Antidiarrheal,26.60242022342186,0,1,22
2022-02-19,ORS_Solution,30.251949366513895,1,0,91
2022-02-19,Paracetamol_500mg,30.251949366513895,1,0,39
2022-02-19,Antibiotic_A,30.251949366513895,1,0,28
2022-02-19,Sunscreen,30.251949366513895,1,0,35
2022-02-19,Travel_Antidiarrheal,30.251949366513895,1,0,35
2022-02-20,ORS_Solution,25.491644459145153,1,0,93
2022-02-20,Paracetamol_500mg,25.491644459145153,1,0,39
2022-02-20,Antibiotic_A,25.491644459145153,1,0,30
2022-02-20,Sunscreen,25.491644459145153,1,0,17
2022-02-20,Travel_Antidiarrheal,25.491644459145153,1,0,17
2022-02-21,ORS_Solution,26.68490752424004,0,0,82
2022-02-21,Paracetamol_500mg,26.68490752424004,0,0,31
2022-02-21,Antibiotic_A,26.68490752424004,0,0,26
2022-02-21,Sunscreen,26.68490752424004,0,0,25
2022-02-21,Travel_Antidiarrheal,26.68490752424004,0,0,25
2022-02-22,ORS_Solution,28.93863454894885,0,0,93
2022-02-22,Paracetamol_500mg,28.93863454894885,0,0,39
2022-02-22,Antibiotic_A,28.93863454894885,0,0,27
2022-02-22,Sunscreen,28.93863454894885,0,0,30
2022-02-22,Travel_Antidiarrheal,28.93863454894885,0,0,30
2022-02-23,ORS_Solution,23.409768552275594,0,0,73
2022-02-23,Paracetamol_500mg,23.409768552275594,0,0,22
2022-02-23,Antibiotic_A,23.409768552275594,0,0,29
2022-02-23,Sunscreen,23.409768552275594,0,0,15
2022-02-23,Travel_Antidiarrheal,23.409768552275594,0,0,15
2022-02-24,ORS_Solution,28.172631709209263,0,0,91
2022-02-24,Paracetamol_500mg,28.172631709209263,0,0,38
2022-02-24,Antibiotic_A,28.172631709209263,0,0,23
2022-02-24,Sunscreen,28.172631709209263,0,0,28
2022-02-24,Travel_Antidiarrheal,28.172631709209263,0,0,28
2022-02-25,ORS_Solution,28.119183778277065,0,0,83
2022-02-25,Paracetamol_500mg,28.119183778277065,0,0,31
2022-02-25,Antibiotic_A,28.119183778277065,0,0,27
2022-02-25,Sunscreen,28.119183778277065,0,0,36
2022-02-25,Travel_Antidiarrheal,28.119183778277065,0,0,36
2022-02-26,ORS_Solution,28.466442878953313,1,0,92
2022-02-26,Paracetamol_500mg,28.466442878953313,1,0,36
2022-02-26,Antibiotic_A,28.466442878953313,1,0,32
2022-02-26,Sunscreen,28.466442878953313,1,0,37
2022-02-26,Travel_Antidiarrheal,28.466442878953313,1,0,37
2022-02-27,ORS_Solution,25.78688547632099,1,0,84
2022-02-27,Paracetamol_500mg,25.78688547632099,1,0,44
2022-02-27,Antibiotic_A,25.78688547632099,1,0,23
2022-02-27,Sunscreen,25.78688547632099,1,0,19
2022-02-27,Travel_Antidiarrheal,25.78688547632099,1,0,19
2022-02-28,ORS_Solution,27.313383066797538,0,0,80
2022-02-28,Paracetamol_500mg,27.313383066797538,0,0,19
2022-02-28,Antibiotic_A,27.313383066797538,0,0,29
2022-02-28,Sunscreen,27.313383066797538,0,0,24
2022-02-28,Travel_Antidiarrheal,27.313383066797538,0,0,24
2022-03-01,ORS_Solution,30.09842203440954,0,0,92
2022-03-01,Paracetamol_500mg,30.09842203440954,0,0,32
2022-03-01,Antibiotic_A,30.09842203440954,0,0,26
2022-03-01,Sunscreen,30.09842203440954,0,0,26
2022-03-01,Travel_Antidiarrheal,30.09842203440954,0,0,26
2022-03-02,ORS_Solution,25.419478671529642,0,0,81
2022-03-02,Paracetamol_500mg,25.419478671529642,0,0,42
2022-03-02,Antibiotic_A,25.419478671529642,0,0,23
2022-03-02,Sunscreen,25.419478671529642,0,0,35
2022-03-02,Travel_Antidiarrheal,25.419478671529642,0,0,35
2022-03-03,ORS_Solution,25.53690583153199,0,0,80
2022-03-03,Paracetamol_500mg,25.53690583153199,0,0,36
2022-03-03,Antibiotic_A,25.53690583153199,0,0,23
2022-03-03,Sunscreen,25.53690583153199,0,0,25
2022-03-03,Travel_Antidiarrheal,25.53690583153199,0,0,25
2022-03-04,ORS_Solution,31.053333309090522,0,0,95
2022-03-04,Paracetamol_500mg,31.053333309090522,0,0,34
2022-03-04,Antibiotic_A,31.053333309090522,0,0,39
2022-03-04,Sunscreen,31.053333309090522,0,0,39
2022-03-04,Travel_Antidiarrheal,31.053333309090522,0,0,39
2022-03-05,ORS_Solution,29.098601302886784,1,0,100
2022-03-05,Paracetamol_500mg,29.098601302886784,1,0,52
2022-03-05,Antibiotic_A,29.098601302886784,1,0,26
2022-03-05,Sunscreen,29.098601302886784,1,0,30
2022-03-05,Travel_Antidiarrheal,29.098601302886784,1,0,30
2022-03-06,ORS_Solution,30.083275002449987,1,0,105
2022-03-06,Paracetamol_500mg,30.083275002449987,1,0,22
2022-03-06,Antibiotic_A,30.083275002449987,1,0,30
2022-03-06,Sunscreen,30.083275002449987,1,0,25
2022-03-06,Travel_Antidiarrheal,30.083275002449987,1,0,25
2022-03-07,ORS_Solution,28.36711115994374,0,0,86
2022-03-07,Paracetamol_500mg,28.36711115994374,0,0,53
2022-03-07,Antibiotic_A,28.36711115994374,0,0,28
2022-03-07,Sunscreen,28.36711115994374,0,0,33
2022-03-07,Travel_Antidiarrheal,28.36711115994374,0,0,33
2022-03-08,ORS_Solution,26.184107390293654,0,0,88
2022-03-08,Paracetamol_500mg,26.184107390293654,0,0,42
2022-03-08,Antibiotic_A,26.184107390293654,0,0,27
2022-03-08,Sunscreen,26.184107390293654,0,0,18
2022-03-08,Travel_Antidiarrheal,26.184107390293654,0,0,18
2022-03-09,ORS_Solution,27.57570999864456,0,0,92
2022-03-09,Paracetamol_500mg,27.57570999864456,0,0,43
2022-03-09,Antibiotic_A,27.57570999864456,0,0,33
2022-03-09,Sunscreen,27.57570999864456,0,0,25
2022-03-09,Travel_Antidiarrheal,27.57570999864456,0,0,25
2022-03-10,ORS_Solution,28.420600950893014,0,0,84
2022-03-10,Paracetamol_500mg,28.420600950893014,0,0,47
2022-03-10,Antibiotic_A,28.420600950893014,0,0,32
2022-03-10,Sunscreen,28.420600950893014,0,0,21
2022-03-10,Travel_Antidiarrheal,28.420600950893014,0,0,21
2022-03-11,ORS_Solution,32.33046091120762,0,0,97
2022-03-11,Paracetamol_500mg,32.33046091120762,0,0,39
2022-03-11,Antibiotic_A,32.33046091120762,0,0,26
2022-03-11,Sunscreen,32.33046091120762,0,0,42
2022-03-11,Travel_Antidiarrheal,32.33046091120762,0,0,42
2022-03-12,ORS_Solution,32.96288781649111,1,0,108
2022-03-12,Paracetamol_500mg,32.96288781649111,1,0,41
2022-03-12,Antibiotic_A,32.96288781649111,1,0,29
2022-03-12,Sunscreen,32.96288781649111,1,0,44
2022-03-12,Travel_Antidiarrheal,32.96288781649111,1,0,44
2022-03-13,ORS_Solution,29.656154759430823,1,0,98
2022-03-13,Paracetamol_500mg,29.656154759430823,1,0,46
2022-03-13,Antibiotic_A,29.656154759430823,1,0,38
2022-03-13,Sunscreen,29.656154759430823,1,0,36
2022-03-13,Travel_Antidiarrheal,29.656154759430823,1,0,36
2022-03-14,ORS_Solution,28.33439151032243,0,0,86
2022-03-14,Paracetamol_500mg,28.33439151032243,0,0,48
2022-03-14,Antibiotic_A,28.33439151032243,0,0,22
2022-03-14,Sunscreen,28.33439151032243,0,0,24
2022-03-14,Travel_Antidiarrheal,28.33439151032243,0,0,24
2022-03-15,ORS_Solution,26.252634922187518,0,0,86
2022-03-15,Paracetamol_500mg,26.252634922187518,0,0,40
2022-03-15,Antibiotic_A,26.252634922187518,0,0,26
2022-03-15,Sunscreen,26.252634922187518,0,0,16
2022-03-15,Travel_Antidiarrheal,26.252634922187518,0,0,16
2022-03-16,ORS_Solution,29.11981171055112,0,0,86
2022-03-16,Paracetamol_500mg,29.11981171055112,0,0,18
2022-03-16,Antibiotic_A,29.11981171055112,0,0,28
2022-03-16,Sunscreen,29.11981171055112,0,0,27
2022-03-16,Travel_Antidiarrheal,29.11981171055112,0,0,27
2022-03-17,ORS_Solution,30.69073799384479,0,0,87
2022-03-17,Paracetamol_500mg,30.69073799384479,0,0,38
2022-03-17,Antibiotic_A,30.69073799384479,0,0,24
2022-03-17,Sunscreen,30.69073799384479,0,0,40
2022-03-17,Travel_Antidiarrheal,30.69073799384479,0,0,40
2022-03-18,ORS_Solution,29.470951179549026,0,0,89
2022-03-18,Paracetamol_500mg,29.470951179549026,0,0,60
2022-03-18,Antibiotic_A,29.470951179549026,0,0,22
2022-03-18,Sunscreen,29.470951179549026,0,0,20
2022-03-18,Travel_Antidiarrheal,29.470951179549026,0,0,20
2022-03-19,ORS_Solution,31.924018255569127,1,0,110
2022-03-19,Paracetamol_500mg,31.924018255569127,1,0,23
2022-03-19,Antibiotic_A,31.924018255569127,1,0,20
2022-03-19,Sunscreen,31.924018255569127,1,0,36
2022-03-19,Travel_Antidiarrheal,31.924018255569127,1,0,36
2022-03-20,ORS_Solution,27.557331724124914,1,0,103
2022-03-20,Paracetamol_500mg,27.557331724124914,1,0,47
2022-03-20,Antibiotic_A,27.557331724124914,1,0,30
2022-03-20,Sunscreen,27.557331724124914,1,0,24
2022-03-20,Travel_Antidiarrheal,27.557331724124914,1,0,24
2022-03-21,ORS_Solution,28.356434402820323,0,0,87
2022-03-21,Paracetamol_500mg,28.356434402820323,0,0,38
2022-03-21,Antibiotic_A,28.356434402820323,0,0,26
2022-03-21,Sunscreen,28.356434402820323,0,0,28
2022-03-21,Travel_Antidiarrheal,28.356434402820323,0,0,28
2022-03-22,ORS_Solution,31.266658103927906,0,0,94
2022-03-22,Paracetamol_500mg,31.266658103927906,0,0,37
2022-03-22,Antibiotic_A,31.266658103927906,0,0,31
2022-03-22,Sunscreen,31.266658103927906,0,0,30
2022-03-22,Travel_Antidiarrheal,31.266658103927906,0,0,30
2022-03-23,ORS_Solution,33.4028682924653,0,0,90
2022-03-23,Paracetamol_500mg,33.4028682924653,0,0,33
2022-03-23,Antibiotic_A,33.4028682924653,0,0,32
2022-03-23,Sunscreen,33.4028682924653,0,0,34
2022-03-23,Travel_Antidiarrheal,33.4028682924653,0,0,34
2022-03-24,ORS_Solution,26.392386118372205,0,0,80
2022-03-24,Paracetamol_500mg,26.392386118372205,0,0,47
2022-03-24,Antibiotic_A,26.392386118372205,0,0,26
2022-03-24,Sunscreen,26.392386118372205,0,0,25
2022-03-24,Travel_Antidiarrheal,26.392386118372205,0,0,25
2022-03-25,ORS_Solution,26.501885308866072,0,0,76
2022-03-25,Paracetamol_500mg,26.501885308866072,0,0,45
2022-03-25,Antibiotic_A,26.501885308866072,0,0,22
2022-03-25,Sunscreen,26.501885308866072,0,0,27
2022-03-25,Travel_Antidiarrheal,26.501885308866072,0,0,27
2022-03-26,ORS_Solution,33.95332716021943,1,0,111
2022-03-26,Paracetamol_500mg,33.95332716021943,1,0,36
2022-03-26,Antibiotic_A,33.95332716021943,1,0,27
2022-03-26,Sunscreen,33.95332716021943,1,0,48
2022-03-26,Travel_Antidiarrheal,33.95332716021943,1,0,48
2022-03-27,ORS_Solution,31.924571929362816,1,0,112
2022-03-27,Paracetamol_500mg,31.924571929362816,1,0,48
2022-03-27,Antibiotic_A,31.924571929362816,1,0,25
2022-03-27,Sunscreen,31.924571929362816,1,0,40
2022-03-27,Travel_Antidiarrheal,31.924571929362816,1,0,40
2022-03-28,ORS_Solution,31.008567772019802,0,0,88
2022-03-28,Paracetamol_500mg,31.008567772019802,0,0,41
2022-03-28,Antibiotic_A,31.008567772019802,0,0,23
2022-03-28,Sunscreen,31.008567772019802,0,0,44
2022-03-28,Travel_Antidiarrheal,31.008567772019802,0,0,44
2022-03-29,ORS_Solution,28.216798633827104,0,0,89
2022-03-29,Paracetamol_500mg,28.216798633827104,0,0,25
2022-03-29,Antibiotic_A,28.216798633827104,0,0,26
2022-03-29,Sunscreen,28.216798633827104,0,0,30
2022-03-29,Travel_Antidiarrheal,28.216798633827104,0,0,30
2022-03-30,ORS_Solution,35.11266918893442,0,0,99
2022-03-30,Paracetamol_500mg,35.11266918893442,0,0,49
2022-03-30,Antibiotic_A,35.11266918893442,0,0,23
2022-03-30,Sunscreen,35.11266918893442,0,0,50
2022-03-30,Travel_Antidiarrheal,35.11266918893442,0,0,50
2022-03-31,ORS_Solution,33.53928629106993,0,0,93
2022-03-31,Paracetamol_500mg,33.53928629106993,0,0,54
2022-03-31,Antibiotic_A,33.53928629106993,0,0,21
2022-03-31,Sunscreen,33.53928629106993,0,0,51
2022-03-31,Travel_Antidiarrheal,33.53928629106993,0,0,51
2022-04-01,ORS_Solution,27.36121161908709,0,0,83
2022-04-01,Paracetamol_500mg,27.36121161908709,0,0,48
2022-04-01,Antibiotic_A,27.36121161908709,0,0,31
2022-04-01,Sunscreen,27.36121161908709,0,0,29
2022-04-01,Travel_Antidiarrheal,27.36121161908709,0,0,29
2022-04-02,ORS_Solution,30.4145419608736,1,0,102
